variable,comunidad,valor,fecha
Ciclo combinado,Larioja,40128.596,2024-03-01
Eólica,Larioja,27498.586,2024-03-01
Solar fotovoltaica,Larioja,12717.955,2024-03-01
Otras renovables,Larioja,841.118,2024-03-01
Cogeneración,Larioja,4928.052,2024-03-01
Generación total,Larioja,102567.193,2024-03-01
Hidráulica,Larioja,13111.478,2024-04-01
Ciclo combinado,Larioja,18201.775,2024-04-01
Eólica,Larioja,35191.552,2024-04-01
Solar fotovoltaica,Larioja,15012.665,2024-04-01
Otras renovables,Larioja,723.23,2024-04-01
Cogeneración,Larioja,4367.603,2024-04-01
Generación total,Larioja,86608.303,2024-04-01
Hidráulica,Larioja,11193.355,2024-05-01
Ciclo combinado,Larioja,57482.267,2024-05-01
Eólica,Larioja,31685.303,2024-05-01
Solar fotovoltaica,Larioja,16207.127,2024-05-01
Otras renovables,Larioja,746.427,2024-05-01
Cogeneración,Larioja,4734.741,2024-05-01
Generación total,Larioja,122049.22,2024-05-01
Hidráulica,Larioja,6514.122,2024-06-01
Ciclo combinado,Larioja,75292.931,2024-06-01
Eólica,Larioja,44020.047,2024-06-01
Solar fotovoltaica,Larioja,15730.498,2024-06-01
Otras renovables,Larioja,894.861,2024-06-01
Cogeneración,Larioja,5291.645,2024-06-01
Generación total,Larioja,147744.104,2024-06-01
Hidráulica,Larioja,6554.371,2024-07-01
Ciclo combinado,Larioja,77618.02,2024-07-01
Eólica,Larioja,43124.886,2024-07-01
Solar fotovoltaica,Larioja,17633.906,2024-07-01
Otras renovables,Larioja,762.506,2024-07-01
Cogeneración,Larioja,5646.245,2024-07-01
Generación total,Larioja,151339.93399999998,2024-07-01
Hidráulica,Larioja,7643.295,2024-08-01
Ciclo combinado,Larioja,78135.898,2024-08-01
Eólica,Larioja,52744.645,2024-08-01
Solar fotovoltaica,Larioja,15739.667,2024-08-01
Otras renovables,Larioja,713.025,2024-08-01
Cogeneración,Larioja,5789.666,2024-08-01
Generación total,Larioja,160766.19599999997,2024-08-01
Hidráulica,Larioja,3310,2024-09-01
Ciclo combinado,Larioja,72940.201,2024-09-01
Eólica,Larioja,56109.048,2024-09-01
Solar fotovoltaica,Larioja,10779.977,2024-09-01
Otras renovables,Larioja,725.159,2024-09-01
Cogeneración,Larioja,4948.506,2024-09-01
Generación total,Larioja,148812.89100000003,2024-09-01
Hidráulica,Larioja,7796.577,2024-10-01
Ciclo combinado,Larioja,123589.439,2024-10-01
Eólica,Larioja,60418.8,2024-10-01
Solar fotovoltaica,Larioja,6942.841,2024-10-01
Otras renovables,Larioja,803.564,2024-10-01
Cogeneración,Larioja,5142.333,2024-10-01
Generación total,Larioja,204693.55400000003,2024-10-01
Hidráulica,Larioja,8975.916,2024-11-01
Ciclo combinado,Larioja,124453.728,2024-11-01
Eólica,Larioja,54105.43,2024-11-01
Solar fotovoltaica,Larioja,6895.749,2024-11-01
Otras renovables,Larioja,859.31,2024-11-01
Cogeneración,Larioja,5056.668,2024-11-01
Generación total,Larioja,200346.801,2024-11-01
Hidráulica,Larioja,10986.322,2024-12-01
Ciclo combinado,Larioja,132025.882,2024-12-01
Eólica,Larioja,89685.636,2024-12-01
Solar fotovoltaica,Larioja,4837.679,2024-12-01
Otras renovables,Larioja,972.15,2024-12-01
Cogeneración,Larioja,5747.78,2024-12-01
Generación total,Larioja,244255.449,2024-12-01
Hidráulica,Madrid,12464.512,2023-01-01
Solar fotovoltaica,Madrid,4453.847,2023-01-01
Otras renovables,Madrid,11881.086,2023-01-01
Cogeneración,Madrid,31761.564,2023-01-01
Residuos no renovables,Madrid,6871.7065,2023-01-01
Residuos renovables,Madrid,6871.7065,2023-01-01
Generación total,Madrid,74304.42199999999,2023-01-01
Hidráulica,Madrid,8606.166,2023-02-01
Solar fotovoltaica,Madrid,5541.381,2023-02-01
Otras renovables,Madrid,13368.215,2023-02-01
Cogeneración,Madrid,43772.159,2023-02-01
Residuos no renovables,Madrid,5903.882,2023-02-01
Residuos renovables,Madrid,5903.882,2023-02-01
Generación total,Madrid,83095.685,2023-02-01
Hidráulica,Madrid,6652.151,2023-03-01
Solar fotovoltaica,Madrid,7966.904,2023-03-01
Otras renovables,Madrid,12769.817,2023-03-01
Cogeneración,Madrid,41681.416,2023-03-01
Residuos no renovables,Madrid,6660.2395,2023-03-01
Residuos renovables,Madrid,6660.2395,2023-03-01
Generación total,Madrid,82390.76699999999,2023-03-01
Hidráulica,Madrid,6399.64,2023-04-01
Solar fotovoltaica,Madrid,9195.751,2023-04-01
Otras renovables,Madrid,11324.589,2023-04-01
Cogeneración,Madrid,35598.937,2023-04-01
Residuos no renovables,Madrid,6715.275,2023-04-01
Residuos renovables,Madrid,6715.275,2023-04-01
Generación total,Madrid,75949.46699999999,2023-04-01
Hidráulica,Madrid,5742.711,2023-05-01
Solar fotovoltaica,Madrid,8855.241,2023-05-01
Otras renovables,Madrid,11872.312,2023-05-01
Cogeneración,Madrid,50190.682,2023-05-01
Residuos no renovables,Madrid,6482.415,2023-05-01
Residuos renovables,Madrid,6482.415,2023-05-01
Generación total,Madrid,89625.77599999998,2023-05-01
Hidráulica,Madrid,6915.31,2023-06-01
Solar fotovoltaica,Madrid,8576.909,2023-06-01
Otras renovables,Madrid,11783.18,2023-06-01
Cogeneración,Madrid,51589.628,2023-06-01
Residuos no renovables,Madrid,5303.7735,2023-06-01
Residuos renovables,Madrid,5303.7735,2023-06-01
Generación total,Madrid,89472.574,2023-06-01
Hidráulica,Madrid,10602.959,2023-07-01
Solar fotovoltaica,Madrid,21333.897,2023-07-01
Otras renovables,Madrid,11839.844,2023-07-01
Cogeneración,Madrid,31095.337,2023-07-01
Residuos no renovables,Madrid,5497.432,2023-07-01
Residuos renovables,Madrid,5497.432,2023-07-01
Generación total,Madrid,85866.901,2023-07-01
Hidráulica,Madrid,9419.615,2023-08-01
Solar fotovoltaica,Madrid,23503.236,2023-08-01
Otras renovables,Madrid,11387.551,2023-08-01
Cogeneración,Madrid,25301.823,2023-08-01
Residuos no renovables,Madrid,1974.1205,2023-08-01
Residuos renovables,Madrid,1974.1205,2023-08-01
Generación total,Madrid,73560.46600000001,2023-08-01
Hidráulica,Madrid,2686.957,2023-09-01
Solar fotovoltaica,Madrid,18952.381,2023-09-01
Otras renovables,Madrid,12687.131,2023-09-01
Cogeneración,Madrid,32635.995,2023-09-01
Residuos no renovables,Madrid,2172.2575,2023-09-01
Residuos renovables,Madrid,2172.2575,2023-09-01
Generación total,Madrid,71306.979,2023-09-01
Hidráulica,Madrid,3178.809,2023-10-01
Solar fotovoltaica,Madrid,15261.728,2023-10-01
Otras renovables,Madrid,13293.064,2023-10-01
Cogeneración,Madrid,27090.597,2023-10-01
Residuos no renovables,Madrid,6749.9815,2023-10-01
Residuos renovables,Madrid,6749.9815,2023-10-01
Generación total,Madrid,72324.161,2023-10-01
Hidráulica,Madrid,8452.634,2023-11-01
Solar fotovoltaica,Madrid,11106.567,2023-11-01
Otras renovables,Madrid,11828.404,2023-11-01
Cogeneración,Madrid,26511.502,2023-11-01
Residuos no renovables,Madrid,6095.8705,2023-11-01
Residuos renovables,Madrid,6095.8705,2023-11-01
Generación total,Madrid,70090.848,2023-11-01
Hidráulica,Madrid,10471.972,2023-12-01
Solar fotovoltaica,Madrid,10574.955,2023-12-01
Otras renovables,Madrid,12698.203,2023-12-01
Cogeneración,Madrid,23997.332,2023-12-01
Residuos no renovables,Madrid,7268.034,2023-12-01
Residuos renovables,Madrid,7268.034,2023-12-01
Generación total,Madrid,72278.53,2023-12-01
Hidráulica,Madrid,9232.206,2024-01-01
Solar fotovoltaica,Madrid,10047.069,2024-01-01
Otras renovables,Madrid,14251.497,2024-01-01
Cogeneración,Madrid,43618.945,2024-01-01
Residuos no renovables,Madrid,7548.0575,2024-01-01
Residuos renovables,Madrid,7548.0575,2024-01-01
Generación total,Madrid,92245.832,2024-01-01
Hidráulica,Madrid,12808.508,2024-02-01
Solar fotovoltaica,Madrid,13752.014,2024-02-01
Otras renovables,Madrid,12832.676,2024-02-01
Cogeneración,Madrid,33177.739,2024-02-01
Residuos no renovables,Madrid,4893.509,2024-02-01
Residuos renovables,Madrid,4893.509,2024-02-01
Generación total,Madrid,82357.95500000002,2024-02-01
Hidráulica,Madrid,24637.007,2024-03-01
Solar fotovoltaica,Madrid,17344.27,2024-03-01
Otras renovables,Madrid,11746.641,2024-03-01
Cogeneración,Madrid,22441.79,2024-03-01
Residuos no renovables,Madrid,5663.8835,2024-03-01
Residuos renovables,Madrid,5663.8835,2024-03-01
Generación total,Madrid,87497.475,2024-03-01
Hidráulica,Madrid,24044.934,2024-04-01
Solar fotovoltaica,Madrid,20873.35,2024-04-01
Otras renovables,Madrid,11155.794,2024-04-01
Cogeneración,Madrid,21254.42,2024-04-01
Residuos no renovables,Madrid,6623.0455,2024-04-01
Residuos renovables,Madrid,6623.0455,2024-04-01
Generación total,Madrid,90574.589,2024-04-01
Hidráulica,Madrid,5512.649,2024-05-01
Solar fotovoltaica,Madrid,27217.774,2024-05-01
Otras renovables,Madrid,11487.671,2024-05-01
Cogeneración,Madrid,30013.043,2024-05-01
Residuos no renovables,Madrid,5960.148,2024-05-01
Residuos renovables,Madrid,5960.148,2024-05-01
Generación total,Madrid,86151.433,2024-05-01
Hidráulica,Madrid,7279.182,2024-06-01
Solar fotovoltaica,Madrid,23879.002,2024-06-01
Otras renovables,Madrid,11968.291,2024-06-01
Cogeneración,Madrid,61952.648,2024-06-01
Residuos no renovables,Madrid,5831.555,2024-06-01
Residuos renovables,Madrid,5831.555,2024-06-01
Generación total,Madrid,116742.23299999998,2024-06-01
Hidráulica,Madrid,10244.768,2024-07-01
Solar fotovoltaica,Madrid,28852.209,2024-07-01
Otras renovables,Madrid,11794.054,2024-07-01
Cogeneración,Madrid,67271.962,2024-07-01
Residuos no renovables,Madrid,3054.752,2024-07-01
Residuos renovables,Madrid,3054.752,2024-07-01
Generación total,Madrid,124272.497,2024-07-01
Hidráulica,Madrid,9985.071,2024-08-01
Solar fotovoltaica,Madrid,28066.484,2024-08-01
Otras renovables,Madrid,12114.079,2024-08-01
Cogeneración,Madrid,63617.755,2024-08-01
Residuos no renovables,Madrid,2495.2125,2024-08-01
Residuos renovables,Madrid,2495.2125,2024-08-01
Generación total,Madrid,118773.81399999998,2024-08-01
Hidráulica,Madrid,7680.642,2024-09-01
Solar fotovoltaica,Madrid,21941.023,2024-09-01
Otras renovables,Madrid,10754.162,2024-09-01
Cogeneración,Madrid,54577.952,2024-09-01
Residuos no renovables,Madrid,3775.174,2024-09-01
Residuos renovables,Madrid,3775.174,2024-09-01
Generación total,Madrid,102504.127,2024-09-01
Hidráulica,Madrid,5671.841,2024-10-01
Solar fotovoltaica,Madrid,12842.26,2024-10-01
Otras renovables,Madrid,11419.172,2024-10-01
Cogeneración,Madrid,66792.471,2024-10-01
Residuos no renovables,Madrid,7009.08,2024-10-01
Residuos renovables,Madrid,7009.08,2024-10-01
Generación total,Madrid,110743.904,2024-10-01
Hidráulica,Madrid,4725.353,2024-11-01
Solar fotovoltaica,Madrid,10604.776,2024-11-01
Otras renovables,Madrid,11106.685,2024-11-01
Cogeneración,Madrid,52990.142,2024-11-01
Residuos no renovables,Madrid,6899.498,2024-11-01
Residuos renovables,Madrid,6899.498,2024-11-01
Generación total,Madrid,93225.952,2024-11-01
Hidráulica,Madrid,4546.631,2024-12-01
Solar fotovoltaica,Madrid,12050.772,2024-12-01
Otras renovables,Madrid,10611.468,2024-12-01
Cogeneración,Madrid,66144.864,2024-12-01
Residuos no renovables,Madrid,7596.693,2024-12-01
Residuos renovables,Madrid,7596.693,2024-12-01
Generación total,Madrid,108547.121,2024-12-01
Hidráulica,Murcia,3629.193,2023-01-01
Ciclo combinado,Murcia,335275.331,2023-01-01
Eólica,Murcia,56051.534,2023-01-01
Solar fotovoltaica,Murcia,136930.639,2023-01-01
Solar térmica,Murcia,1259.723,2023-01-01
Otras renovables,Murcia,2356.086,2023-01-01
Cogeneración,Murcia,76614.473,2023-01-01
Generación total,Murcia,612116.979,2023-01-01
Hidráulica,Murcia,3589.697,2023-02-01
Ciclo combinado,Murcia,425318.054,2023-02-01
Eólica,Murcia,32515.969,2023-02-01
Solar fotovoltaica,Murcia,122610.74,2023-02-01
Solar térmica,Murcia,1077.041,2023-02-01
Otras renovables,Murcia,2930.354,2023-02-01
Cogeneración,Murcia,103863.871,2023-02-01
Generación total,Murcia,691905.726,2023-02-01
Hidráulica,Murcia,7661.786,2023-03-01
Ciclo combinado,Murcia,382975.665,2023-03-01
Eólica,Murcia,45719.137,2023-03-01
Solar fotovoltaica,Murcia,213457.674,2023-03-01
Solar térmica,Murcia,4024.465,2023-03-01
Otras renovables,Murcia,1779.373,2023-03-01
Cogeneración,Murcia,114205.258,2023-03-01
Generación total,Murcia,769823.358,2023-03-01
Hidráulica,Murcia,8870.904,2023-04-01
Ciclo combinado,Murcia,346018.317,2023-04-01
Eólica,Murcia,34236.671,2023-04-01
Solar fotovoltaica,Murcia,232050.56,2023-04-01
Solar térmica,Murcia,5454.147,2023-04-01
Otras renovables,Murcia,1829.883,2023-04-01
Cogeneración,Murcia,99853.351,2023-04-01
Generación total,Murcia,728313.8330000001,2023-04-01
Hidráulica,Murcia,7053.715,2023-05-01
Ciclo combinado,Murcia,431419.138,2023-05-01
Eólica,Murcia,23283.292,2023-05-01
Solar fotovoltaica,Murcia,213244.919,2023-05-01
Solar térmica,Murcia,3026.052,2023-05-01
Otras renovables,Murcia,3340.794,2023-05-01
Cogeneración,Murcia,118354.377,2023-05-01
Generación total,Murcia,799722.287,2023-05-01
Hidráulica,Murcia,5952.686,2023-06-01
Ciclo combinado,Murcia,411155.008,2023-06-01
Eólica,Murcia,13183.41,2023-06-01
Solar fotovoltaica,Murcia,237037.889,2023-06-01
Solar térmica,Murcia,4198.788,2023-06-01
Otras renovables,Murcia,3500.168,2023-06-01
Cogeneración,Murcia,116409.768,2023-06-01
Generación total,Murcia,791437.7169999998,2023-06-01
Hidráulica,Murcia,10531.673,2023-07-01
Ciclo combinado,Murcia,473612.937,2023-07-01
Eólica,Murcia,15292.456,2023-07-01
Solar fotovoltaica,Murcia,248116.921,2023-07-01
Solar térmica,Murcia,4680.565,2023-07-01
Otras renovables,Murcia,2030.679,2023-07-01
Cogeneración,Murcia,105914.381,2023-07-01
Generación total,Murcia,860179.612,2023-07-01
Hidráulica,Murcia,9939.082,2023-08-01
Ciclo combinado,Murcia,581973.601,2023-08-01
Eólica,Murcia,19413.018,2023-08-01
Solar fotovoltaica,Murcia,254803.341,2023-08-01
Solar térmica,Murcia,5762.117,2023-08-01
Otras renovables,Murcia,1941.943,2023-08-01
Cogeneración,Murcia,78219.583,2023-08-01
Generación total,Murcia,952052.685,2023-08-01
Hidráulica,Murcia,7537.149,2023-09-01
Ciclo combinado,Murcia,477892.085,2023-09-01
Eólica,Murcia,20549.406,2023-09-01
Solar fotovoltaica,Murcia,192466.951,2023-09-01
Solar térmica,Murcia,2936.607,2023-09-01
Otras renovables,Murcia,1764.647,2023-09-01
Cogeneración,Murcia,77396.103,2023-09-01
Generación total,Murcia,780542.948,2023-09-01
Hidráulica,Murcia,6355.847,2023-10-01
Ciclo combinado,Murcia,415023.132,2023-10-01
Eólica,Murcia,34068.469,2023-10-01
Solar fotovoltaica,Murcia,175004.17,2023-10-01
Solar térmica,Murcia,2444.086,2023-10-01
Otras renovables,Murcia,1913.657,2023-10-01
Cogeneración,Murcia,83622.681,2023-10-01
Generación total,Murcia,718432.042,2023-10-01
Hidráulica,Murcia,5828.705,2023-11-01
Ciclo combinado,Murcia,282599.131,2023-11-01
Eólica,Murcia,57036.66,2023-11-01
Solar fotovoltaica,Murcia,152049.778,2023-11-01
Solar térmica,Murcia,1374.016,2023-11-01
Otras renovables,Murcia,1973.453,2023-11-01
Cogeneración,Murcia,74655.762,2023-11-01
Generación total,Murcia,575517.505,2023-11-01
Hidráulica,Murcia,5062.634,2023-12-01
Ciclo combinado,Murcia,303293.815,2023-12-01
Eólica,Murcia,47375.335,2023-12-01
Solar fotovoltaica,Murcia,127049.72,2023-12-01
Solar térmica,Murcia,1058.044,2023-12-01
Otras renovables,Murcia,2148.835,2023-12-01
Cogeneración,Murcia,94572.631,2023-12-01
Generación total,Murcia,580561.0140000001,2023-12-01
Hidráulica,Murcia,5692.589,2024-01-01
Ciclo combinado,Murcia,299055.05,2024-01-01
Eólica,Murcia,43567.331,2024-01-01
Solar fotovoltaica,Murcia,116562.545,2024-01-01
Solar térmica,Murcia,696.866,2024-01-01
Otras renovables,Murcia,2035.929,2024-01-01
Cogeneración,Murcia,119589.681,2024-01-01
Generación total,Murcia,587199.9909999999,2024-01-01
Hidráulica,Murcia,5056.849,2024-02-01
Ciclo combinado,Murcia,254887.506,2024-02-01
Eólica,Murcia,53084.951,2024-02-01
Solar fotovoltaica,Murcia,172479.658,2024-02-01
Solar térmica,Murcia,1799.118,2024-02-01
Otras renovables,Murcia,1746.519,2024-02-01
Cogeneración,Murcia,90663.27,2024-02-01
Generación total,Murcia,579717.8709999999,2024-02-01
Hidráulica,Murcia,7360.505,2024-03-01
Ciclo combinado,Murcia,242519.7,2024-03-01
Eólica,Murcia,41769.352,2024-03-01
Solar fotovoltaica,Murcia,214375.313,2024-03-01
Solar térmica,Murcia,1736.294,2024-03-01
Otras renovables,Murcia,2025.904,2024-03-01
Cogeneración,Murcia,100831.437,2024-03-01
Generación total,Murcia,610618.505,2024-03-01
Hidráulica,Murcia,9268.77,2024-04-01
Ciclo combinado,Murcia,255275.347,2024-04-01
Eólica,Murcia,19633.297,2024-04-01
Solar fotovoltaica,Murcia,250838.117,2024-04-01
Solar térmica,Murcia,3687.714,2024-04-01
Otras renovables,Murcia,1999.614,2024-04-01
Cogeneración,Murcia,79303.213,2024-04-01
Generación total,Murcia,620006.072,2024-04-01
Hidráulica,Murcia,10546.924,2024-05-01
Ciclo combinado,Murcia,231545.398,2024-05-01
Eólica,Murcia,27577.563,2024-05-01
Solar fotovoltaica,Murcia,304926.77,2024-05-01
Solar térmica,Murcia,5552.367,2024-05-01
Otras renovables,Murcia,1800.26,2024-05-01
Cogeneración,Murcia,106142.273,2024-05-01
Generación total,Murcia,688091.555,2024-05-01
Hidráulica,Murcia,8805.774,2024-06-01
Ciclo combinado,Murcia,226604.283,2024-06-01
Eólica,Murcia,21122.923,2024-06-01
Solar fotovoltaica,Murcia,276096.743,2024-06-01
Solar térmica,Murcia,3801.639,2024-06-01
Otras renovables,Murcia,2042.78,2024-06-01
Cogeneración,Murcia,109593.386,2024-06-01
Generación total,Murcia,648067.5279999999,2024-06-01
Hidráulica,Murcia,10771.086,2024-07-01
Ciclo combinado,Murcia,367199.205,2024-07-01
Eólica,Murcia,17289.443,2024-07-01
Solar fotovoltaica,Murcia,328201.268,2024-07-01
Solar térmica,Murcia,5196.186,2024-07-01
Otras renovables,Murcia,2059.39,2024-07-01
Cogeneración,Murcia,111228.133,2024-07-01
Generación total,Murcia,841944.7110000001,2024-07-01
Hidráulica,Murcia,11268.59,2024-08-01
Ciclo combinado,Murcia,362787.315,2024-08-01
Eólica,Murcia,15619.723,2024-08-01
Solar fotovoltaica,Murcia,290657.643,2024-08-01
Solar térmica,Murcia,4311.965,2024-08-01
Otras renovables,Murcia,2239.133,2024-08-01
Cogeneración,Murcia,118232.835,2024-08-01
Generación total,Murcia,805117.2039999999,2024-08-01
Hidráulica,Murcia,9146.933,2024-09-01
Ciclo combinado,Murcia,301358.209,2024-09-01
Eólica,Murcia,19074.308,2024-09-01
Solar fotovoltaica,Murcia,226467.235,2024-09-01
Solar térmica,Murcia,1594.228,2024-09-01
Otras renovables,Murcia,1766.856,2024-09-01
Cogeneración,Murcia,97220.279,2024-09-01
Generación total,Murcia,656628.0480000001,2024-09-01
Hidráulica,Murcia,6609.464,2024-10-01
Ciclo combinado,Murcia,329237.103,2024-10-01
Eólica,Murcia,40543.408,2024-10-01
Solar fotovoltaica,Murcia,184581.441,2024-10-01
Solar térmica,Murcia,976.295,2024-10-01
Otras renovables,Murcia,2075.858,2024-10-01
Cogeneración,Murcia,72662.688,2024-10-01
Generación total,Murcia,636686.257,2024-10-01
Hidráulica,Murcia,3630.245,2024-11-01
Ciclo combinado,Murcia,396962.772,2024-11-01
Eólica,Murcia,18090.654,2024-11-01
Solar fotovoltaica,Murcia,136365.63,2024-11-01
Solar térmica,Murcia,780.75,2024-11-01
Otras renovables,Murcia,2050.744,2024-11-01
Cogeneración,Murcia,115075.762,2024-11-01
Generación total,Murcia,672956.5569999999,2024-11-01
Hidráulica,Murcia,4914.013,2024-12-01
Ciclo combinado,Murcia,432042.598,2024-12-01
Eólica,Murcia,38185.674,2024-12-01
Solar fotovoltaica,Murcia,143519.684,2024-12-01
Solar térmica,Murcia,777.848,2024-12-01
Otras renovables,Murcia,2408.87,2024-12-01
Cogeneración,Murcia,105922.591,2024-12-01
Generación total,Murcia,727771.278,2024-12-01
Hidráulica,Navarra,44023.97,2023-01-01
Ciclo combinado,Navarra,62557.619,2023-01-01
Eólica,Navarra,382921.802,2023-01-01
Solar fotovoltaica,Navarra,15911.432,2023-01-01
Otras renovables,Navarra,27668.571,2023-01-01
Cogeneración,Navarra,56114.896,2023-01-01
Generación total,Navarra,589198.29,2023-01-01
Hidráulica,Navarra,42597.75,2023-02-01
Ciclo combinado,Navarra,310391.379,2023-02-01
Eólica,Navarra,242510.812,2023-02-01
Solar fotovoltaica,Navarra,21077.182,2023-02-01
Otras renovables,Navarra,25743.244,2023-02-01
Cogeneración,Navarra,64627.18,2023-02-01
Generación total,Navarra,706947.547,2023-02-01
Hidráulica,Navarra,38099.941,2023-03-01
Ciclo combinado,Navarra,168677.055,2023-03-01
Eólica,Navarra,251232.605,2023-03-01
Solar fotovoltaica,Navarra,27076.608,2023-03-01
Otras renovables,Navarra,16614.806,2023-03-01
Cogeneración,Navarra,69321.617,2023-03-01
Generación total,Navarra,571022.632,2023-03-01
Hidráulica,Navarra,28652.821,2023-04-01
Ciclo combinado,Navarra,110423.814,2023-04-01
Eólica,Navarra,261487.258,2023-04-01
Solar fotovoltaica,Navarra,31000.207,2023-04-01
Otras renovables,Navarra,22545.164,2023-04-01
Cogeneración,Navarra,63209.99,2023-04-01
Generación total,Navarra,517319.254,2023-04-01
Hidráulica,Navarra,24233.205,2023-05-01
Ciclo combinado,Navarra,119659.06,2023-05-01
Eólica,Navarra,357180.216,2023-05-01
Solar fotovoltaica,Navarra,32379.535,2023-05-01
Otras renovables,Navarra,24614.866,2023-05-01
Cogeneración,Navarra,63110.821,2023-05-01
Generación total,Navarra,621177.7030000001,2023-05-01
Hidráulica,Navarra,25821.157,2023-06-01
Ciclo combinado,Navarra,407832.442,2023-06-01
Eólica,Navarra,198090.484,2023-06-01
Solar fotovoltaica,Navarra,29449.921,2023-06-01
Otras renovables,Navarra,25689.721,2023-06-01
Cogeneración,Navarra,68286.068,2023-06-01
Generación total,Navarra,755169.793,2023-06-01
Hidráulica,Navarra,22482.114,2023-07-01
Ciclo combinado,Navarra,407379.357,2023-07-01
Eólica,Navarra,243863.195,2023-07-01
Solar fotovoltaica,Navarra,35210.222,2023-07-01
Otras renovables,Navarra,23322.331,2023-07-01
Cogeneración,Navarra,52401.778,2023-07-01
Generación total,Navarra,784658.997,2023-07-01
Hidráulica,Navarra,15142.653,2023-08-01
Ciclo combinado,Navarra,244536.754,2023-08-01
Eólica,Navarra,214681.867,2023-08-01
Solar fotovoltaica,Navarra,33719.624,2023-08-01
Otras renovables,Navarra,16575.783,2023-08-01
Cogeneración,Navarra,50099.921,2023-08-01
Generación total,Navarra,574756.602,2023-08-01
Hidráulica,Navarra,19555.304,2023-09-01
Ciclo combinado,Navarra,352465.856,2023-09-01
Eólica,Navarra,143859.066,2023-09-01
Solar fotovoltaica,Navarra,25752.185,2023-09-01
Otras renovables,Navarra,21333.967,2023-09-01
Cogeneración,Navarra,64426.808,2023-09-01
Generación total,Navarra,627393.186,2023-09-01
Hidráulica,Navarra,11336.514,2023-10-01
Ciclo combinado,Navarra,210159.544,2023-10-01
Eólica,Navarra,174158.597,2023-10-01
Solar fotovoltaica,Navarra,20374.833,2023-10-01
Otras renovables,Navarra,16914.627,2023-10-01
Cogeneración,Navarra,59110.182,2023-10-01
Generación total,Navarra,492054.297,2023-10-01
Hidráulica,Navarra,47507.135,2023-11-01
Ciclo combinado,Navarra,54578.262,2023-11-01
Eólica,Navarra,244733.348,2023-11-01
Solar fotovoltaica,Navarra,15628.166,2023-11-01
Otras renovables,Navarra,11309.18,2023-11-01
Cogeneración,Navarra,51815.202,2023-11-01
Generación total,Navarra,425571.293,2023-11-01
Hidráulica,Navarra,73595.016,2023-12-01
Ciclo combinado,Navarra,119070.046,2023-12-01
Eólica,Navarra,219834.29,2023-12-01
Solar fotovoltaica,Navarra,14477.395,2023-12-01
Otras renovables,Navarra,13633.326,2023-12-01
Cogeneración,Navarra,50701.251,2023-12-01
Generación total,Navarra,491311.324,2023-12-01
Hidráulica,Navarra,67436.847,2024-01-01
Ciclo combinado,Navarra,252160.174,2024-01-01
Eólica,Navarra,171972.487,2024-01-01
Solar fotovoltaica,Navarra,13881.938,2024-01-01
Otras renovables,Navarra,25918.978,2024-01-01
Cogeneración,Navarra,73760.155,2024-01-01
Generación total,Navarra,605130.579,2024-01-01
Hidráulica,Navarra,48003.682,2024-02-01
Ciclo combinado,Navarra,38938.495,2024-02-01
Eólica,Navarra,346074.389,2024-02-01
Solar fotovoltaica,Navarra,18521.748,2024-02-01
Otras renovables,Navarra,16929.046,2024-02-01
Cogeneración,Navarra,55197.41,2024-02-01
Generación total,Navarra,523664.77,2024-02-01
Hidráulica,Navarra,78644.207,2024-03-01
Ciclo combinado,Navarra,49566.992,2024-03-01
Eólica,Navarra,282898.435,2024-03-01
Solar fotovoltaica,Navarra,24097.716,2024-03-01
Otras renovables,Navarra,19037.033,2024-03-01
Cogeneración,Navarra,38360.116,2024-03-01
Generación total,Navarra,492604.499,2024-03-01
Hidráulica,Navarra,43071.518,2024-04-01
Ciclo combinado,Navarra,11927.663,2024-04-01
Eólica,Navarra,335487.288,2024-04-01
Solar fotovoltaica,Navarra,29407.614,2024-04-01
Otras renovables,Navarra,19697.25,2024-04-01
Cogeneración,Navarra,28136.358,2024-04-01
Generación total,Navarra,467727.691,2024-04-01
Hidráulica,Navarra,45830.3,2024-05-01
Ciclo combinado,Navarra,13163.884,2024-05-01
Eólica,Navarra,231485.358,2024-05-01
Solar fotovoltaica,Navarra,33426.499,2024-05-01
Otras renovables,Navarra,22638.423,2024-05-01
Cogeneración,Navarra,53534.456,2024-05-01
Generación total,Navarra,400078.92,2024-05-01
Hidráulica,Navarra,22476.12,2024-06-01
Ciclo combinado,Navarra,26257.697,2024-06-01
Eólica,Navarra,284606.965,2024-06-01
Solar fotovoltaica,Navarra,33284.377,2024-06-01
Otras renovables,Navarra,16325.583,2024-06-01
Cogeneración,Navarra,52166.472,2024-06-01
Generación total,Navarra,435117.214,2024-06-01
Hidráulica,Navarra,22529.62,2024-07-01
Ciclo combinado,Navarra,144851.765,2024-07-01
Eólica,Navarra,278584.49,2024-07-01
Solar fotovoltaica,Navarra,37608.921,2024-07-01
Otras renovables,Navarra,22969.28,2024-07-01
Cogeneración,Navarra,56664.076,2024-07-01
Generación total,Navarra,563208.152,2024-07-01
Hidráulica,Navarra,23204.924,2024-08-01
Ciclo combinado,Navarra,159869.211,2024-08-01
Eólica,Navarra,320529.975,2024-08-01
Solar fotovoltaica,Navarra,33584.07,2024-08-01
Otras renovables,Navarra,24113.829,2024-08-01
Cogeneración,Navarra,56879.433,2024-08-01
Generación total,Navarra,618181.4419999999,2024-08-01
